municipality,id,title,points_count,avg_score,min_score,max_score
Пресненский,transport_accessibility,Транспортная доступность,42,97.276905,86.390000,100.000000
Восточное Дегунино,transport_accessibility,Транспортная доступность,12,97.106667,89.370000,100.000000
Новогиреево,transport_accessibility,Транспортная доступность,19,96.989474,91.650000,100.000000
Красносельский,transport_accessibility,Транспортная доступность,20,96.862500,82.750000,100.000000
Преображенское,transport_accessibility,Транспортная доступность,18,96.760000,87.910000,100.000000
Хорошёвский,transport_accessibility,Транспортная доступность,30,96.608667,84.510000,100.000000
Академический,transport_accessibility,Транспортная доступность,21,96.546667,75.650000,100.000000
Хамовники,transport_accessibility,Транспортная доступность,27,96.529259,86.990000,100.000000
Ломоносовский,transport_accessibility,Транспортная доступность,14,96.430714,88.380000,99.650000
Беговой,transport_accessibility,Транспортная доступность,18,96.303333,88.590000,100.000000
Дорогомилово,transport_accessibility,Транспортная доступность,27,96.176667,81.590000,100.000000
Соколиная Гора,transport_accessibility,Транспортная доступность,32,95.480625,82.770000,100.000000
Басманный,transport_accessibility,Транспортная доступность,32,95.476875,79.750000,100.000000
Свиблово,transport_accessibility,Транспортная доступность,16,95.399375,79.520000,100.000000
Войковский,transport_accessibility,Транспортная доступность,17,94.787059,82.300000,100.000000
Лефортово,transport_accessibility,Транспортная доступность,30,94.636333,76.300000,100.000000
Чертаново Южное,transport_accessibility,Транспортная доступность,30,94.351667,77.450000,100.000000
Зябликово,transport_accessibility,Транспортная доступность,16,94.305625,61.700000,100.000000
Текстильщики,transport_accessibility,Транспортная доступность,18,94.253333,80.770000,100.000000
Черёмушки,transport_accessibility,Транспортная доступность,23,94.169565,77.130000,100.000000
Рязанский,transport_accessibility,Транспортная доступность,26,93.820385,80.710000,100.000000
Коньково,transport_accessibility,Транспортная доступность,25,93.628400,78.090000,100.000000
Алтуфьевский,transport_accessibility,Транспортная доступность,12,93.375000,83.050000,100.000000
Кузьминки,transport_accessibility,Транспортная доступность,17,93.306471,72.730000,99.580000
Тёплый Стан,transport_accessibility,Транспортная доступность,22,93.268182,79.990000,100.000000
Лианозово,transport_accessibility,Транспортная доступность,16,93.160000,79.510000,100.000000
Отрадное,transport_accessibility,Транспортная доступность,38,93.091579,73.320000,100.000000
Даниловский,transport_accessibility,Транспортная доступность,42,93.058333,74.570000,100.000000
Обручевский,transport_accessibility,Транспортная доступность,16,92.936250,81.220000,100.000000
Бабушкинский,transport_accessibility,Транспортная доступность,19,92.806842,79.060000,100.000000
Нагатинский Затон,transport_accessibility,Транспортная доступность,22,92.731364,77.450000,100.000000
Северное Бутово,transport_accessibility,Транспортная доступность,15,92.726667,68.800000,100.000000
Чертаново Северное,transport_accessibility,Транспортная доступность,20,92.472500,79.710000,100.000000
Раменки,transport_accessibility,Транспортная доступность,59,92.321017,72.520000,100.000000
Перово,transport_accessibility,Транспортная доступность,35,92.301714,72.910000,100.000000
Донской,transport_accessibility,Транспортная доступность,19,92.293158,68.110000,100.000000
Филёвский Парк,transport_accessibility,Транспортная доступность,23,92.132609,68.180000,100.000000
Ховрино,transport_accessibility,Транспортная доступность,19,92.036842,79.070000,100.000000
Выхино-Жулебино,transport_accessibility,Транспортная доступность,41,91.934634,64.090000,100.000000
Останкинский,transport_accessibility,Транспортная доступность,25,91.907200,70.440000,100.000000
Тимирязевский,transport_accessibility,Транспортная доступность,25,91.728400,60.870000,100.000000
Покровское-Стрешнево,transport_accessibility,Транспортная доступность,36,91.676944,68.920000,100.000000
Коптево,transport_accessibility,Транспортная доступность,19,91.555789,80.200000,100.000000
Измайлово,transport_accessibility,Транспортная доступность,27,91.441111,72.840000,100.000000
Гагаринский,transport_accessibility,Транспортная доступность,18,91.265556,78.660000,100.000000
Западное Дегунино,transport_accessibility,Транспортная доступность,27,91.228889,73.410000,100.000000
Чертаново Центральное,transport_accessibility,Транспортная доступность,24,91.174167,77.160000,100.000000
Щукино,transport_accessibility,Транспортная доступность,24,90.933750,70.600000,100.000000
Митино,transport_accessibility,Транспортная доступность,36,90.701667,70.970000,100.000000
Котловка,transport_accessibility,Транспортная доступность,11,90.284545,78.930000,100.000000
Нагатино-Садовники,transport_accessibility,Транспортная доступность,24,90.171667,75.090000,100.000000
Марьино,transport_accessibility,Транспортная доступность,34,90.138529,72.720000,100.000000
Москворечье-Сабурово,transport_accessibility,Транспортная доступность,28,90.101786,73.760000,100.000000
Алексеевский,transport_accessibility,Транспортная доступность,21,90.022857,70.640000,100.000000
Левобережный,transport_accessibility,Транспортная доступность,12,89.744167,70.190000,100.000000
Солнцево,transport_accessibility,Транспортная доступность,39,89.312821,63.180000,100.000000
Тропарёво-Никулино,transport_accessibility,Транспортная доступность,30,89.222000,48.900000,100.000000
Головинский,transport_accessibility,Транспортная доступность,32,89.025625,74.350000,99.350000
Ново-Переделкино,transport_accessibility,Транспортная доступность,26,88.926154,37.310000,99.640000
Ростокино,transport_accessibility,Транспортная доступность,11,88.663636,81.320000,98.640000
Южное Тушино,transport_accessibility,Транспортная доступность,18,88.639444,74.170000,100.000000
Бибирево,transport_accessibility,Транспортная доступность,23,88.435652,65.390000,100.000000
Северное Тушино,transport_accessibility,Транспортная доступность,21,88.206190,67.720000,100.000000
Богородское,transport_accessibility,Транспортная доступность,20,87.214000,76.310000,100.000000
Вешняки,transport_accessibility,Транспортная доступность,24,86.840833,73.190000,100.000000
Орехово-Борисово Северное,transport_accessibility,Транспортная доступность,15,86.737333,73.060000,98.700000
Царицыно,transport_accessibility,Транспортная доступность,30,86.731333,66.870000,99.790000
Хорошёво-Мнёвники,transport_accessibility,Транспортная доступность,44,86.344318,64.950000,100.000000
Сокольники,transport_accessibility,Транспортная доступность,22,86.145000,68.510000,100.000000
Братеево,transport_accessibility,Транспортная доступность,18,85.908333,54.900000,98.400000
Дмитровский,transport_accessibility,Транспортная доступность,28,85.813214,59.130000,100.000000
Новокосино,transport_accessibility,Транспортная доступность,13,85.473846,66.340000,100.000000
Северное Медведково,transport_accessibility,Транспортная доступность,21,85.116667,71.780000,95.160000
Строгино,transport_accessibility,Транспортная доступность,29,84.688966,46.150000,100.000000
Люблино,transport_accessibility,Транспортная доступность,50,84.606800,46.460000,100.000000
Косино-Ухтомский,transport_accessibility,Транспортная доступность,44,84.287273,55.680000,100.000000
Орехово-Борисово Южное,transport_accessibility,Транспортная доступность,24,83.965000,56.460000,100.000000
Печатники,transport_accessibility,Транспортная доступность,59,83.639831,36.160000,99.760000
Можайский,transport_accessibility,Транспортная доступность,52,82.911346,51.240000,100.000000
Ясенево,transport_accessibility,Транспортная доступность,34,82.449118,56.110000,96.420000
Очаково-Матвеевское,transport_accessibility,Транспортная доступность,52,81.742692,50.250000,100.000000
Восточное Измайлово,transport_accessibility,Транспортная доступность,14,81.025714,62.300000,98.600000
Северное Измайлово,transport_accessibility,Транспортная доступность,12,78.928333,58.500000,99.500000
Крылатское,transport_accessibility,Транспортная доступность,34,78.415294,35.230000,100.000000
Южное Медведково,transport_accessibility,Транспортная доступность,11,78.192727,71.450000,83.720000
Гольяново,transport_accessibility,Транспортная доступность,35,78.008000,61.450000,98.420000
"""Мосрентген""",transport_accessibility,Транспортная доступность,20,77.363500,63.860000,92.710000
Бирюлёво Западное,transport_accessibility,Транспортная доступность,28,77.190000,57.530000,97.590000
Метрогородок,transport_accessibility,Транспортная доступность,18,76.356667,60.850000,99.090000
Ивановское,transport_accessibility,Транспортная доступность,20,75.417000,63.630000,95.320000
Южное Бутово,transport_accessibility,Транспортная доступность,76,74.350789,33.680000,100.000000
Внуковское,transport_accessibility,Транспортная доступность,48,74.236667,30.850000,98.160000
Молжаниновский,transport_accessibility,Транспортная доступность,24,74.236667,18.850000,90.970000
Щербинка,transport_accessibility,Транспортная доступность,29,74.090000,52.100000,91.120000
Силино,transport_accessibility,Транспортная доступность,17,71.893529,60.640000,95.230000
Старое Крюково,transport_accessibility,Транспортная доступность,9,71.850000,47.160000,94.760000
Лосиноостровский,transport_accessibility,Транспортная доступность,16,71.748750,65.290000,83.660000
Северный,transport_accessibility,Транспортная доступность,30,71.698333,27.850000,100.000000
Крюково,transport_accessibility,Транспортная доступность,34,68.722059,43.040000,96.120000
Бирюлёво Восточное,transport_accessibility,Транспортная доступность,32,67.431250,43.730000,97.140000
Куркино,transport_accessibility,Транспортная доступность,17,66.554706,57.420000,77.460000
Некрасовка,transport_accessibility,Транспортная доступность,34,65.109118,6.260000,96.650000
Ярославский,transport_accessibility,Транспортная доступность,28,64.758214,14.880000,93.470000
Сосенское,transport_accessibility,Транспортная доступность,153,64.680392,3.870000,96.370000
Кокошкино,transport_accessibility,Транспортная доступность,28,63.031071,17.420000,83.810000
Матушкино,transport_accessibility,Транспортная доступность,14,62.867143,59.080000,65.860000
Московский,transport_accessibility,Транспортная доступность,90,62.749222,10.320000,98.280000
Внуково,transport_accessibility,Транспортная доступность,56,57.708036,19.520000,88.000000
Савёлки,transport_accessibility,Транспортная доступность,19,56.440000,46.750000,61.200000
Капотня,transport_accessibility,Транспортная доступность,23,54.963043,31.640000,70.910000
Троицк,transport_accessibility,Транспортная доступность,36,50.381944,26.960000,58.860000
Марушкинское,transport_accessibility,Транспортная доступность,139,46.328201,2.460000,88.110000
Восточный,transport_accessibility,Транспортная доступность,9,43.741111,22.520000,56.500000
Рязановское,transport_accessibility,Транспортная доступность,109,43.366330,2.800000,86.120000
Кунцево,transport_accessibility,Транспортная доступность,136,37.454265,0.000000,100.000000
Воскресенское,transport_accessibility,Транспортная доступность,52,34.263269,1.400000,85.900000
Десёновское,transport_accessibility,Транспортная доступность,103,30.962039,0.000000,58.860000
Филимонковское,transport_accessibility,Транспортная доступность,57,30.855789,0.730000,51.040000
Краснопахорское,transport_accessibility,Транспортная доступность,170,23.668647,0.000000,54.310000
Первомайское,transport_accessibility,Транспортная доступность,216,23.524630,0.000000,58.860000
Вороновское,transport_accessibility,Транспортная доступность,318,20.878239,0.000000,57.530000
Щаповское,transport_accessibility,Транспортная доступность,202,18.934505,0.000000,51.040000
Киевский,transport_accessibility,Транспортная доступность,65,15.171385,0.000000,53.200000
Новофёдоровское,transport_accessibility,Транспортная доступность,222,14.707297,0.000000,58.630000
Михайлово-Ярцевское,transport_accessibility,Транспортная доступность,110,14.618273,0.000000,41.140000
Клёновское,transport_accessibility,Транспортная доступность,234,14.252692,0.000000,50.000000
Роговское,transport_accessibility,Транспортная доступность,229,10.834192,0.000000,46.680000
