municipality,parent_name,point_index,lon,lat,general_score,api_municipality,error
Восточное Измайлово,Восточный,9,37.823590,55.798232,82.110000,Восточное Измайлово,
Восточное Измайлово,Восточный,10,37.807505,55.802570,84.160000,Восточное Измайлово,
Восточное Измайлово,Восточный,11,37.815480,55.802648,82.720000,Восточное Измайлово,
Восточное Измайлово,Восточный,12,37.823455,55.802724,80.490000,Восточное Измайлово,
Восточное Измайлово,Восточный,13,37.831429,55.802800,77.230000,Восточное Измайлово,
Восточное Измайлово,Восточный,14,37.839404,55.802876,74.760000,Восточное Измайлово,
Восточный,Восточный,1,37.855222,55.807517,59.430000,Восточный,
Восточный,Восточный,2,37.855090,55.812009,63.130000,Восточный,
Восточный,Восточный,3,37.863067,55.812083,57.080000,Восточный,
Восточный,Восточный,4,37.871043,55.812156,53.640000,Восточный,
Восточный,Восточный,5,37.854958,55.816500,64.930000,Восточный,
Восточный,Восточный,6,37.870913,55.816648,70.980000,Восточный,
Восточный,Восточный,7,37.878891,55.816721,71.210000,Восточный,
Восточный,Восточный,8,37.886869,55.816793,64.180000,Восточный,
Восточный,Восточный,9,37.870783,55.821140,72.940000,Восточный,
Выхино-Жулебино,Юго-Восточный,1,37.850948,55.681673,82.240000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,2,37.858899,55.681747,82.590000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,3,37.834915,55.686015,68.210000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,4,37.842866,55.686090,83.910000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,5,37.850817,55.686165,85.710000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,6,37.858768,55.686239,85.480000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,7,37.795022,55.690123,70.200000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,8,37.810926,55.690278,74.470000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,9,37.850685,55.690657,87.710000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,10,37.858637,55.690731,87.710000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,11,37.802837,55.694693,79.790000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,12,37.810789,55.694770,81.740000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,13,37.818742,55.694847,81.690000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,14,37.850553,55.695149,89.700000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,15,37.858506,55.695223,88.490000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,16,37.794746,55.699107,79.440000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,17,37.802699,55.699184,79.160000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,18,37.810653,55.699262,87.080000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,19,37.826560,55.699415,87.690000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,20,37.834514,55.699491,83.990000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,21,37.842468,55.699566,89.680000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,22,37.850421,55.699640,89.430000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,23,37.794608,55.703598,81.070000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,24,37.802562,55.703676,82.480000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,25,37.810517,55.703753,87.740000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,26,37.818471,55.703830,87.950000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,27,37.826426,55.703907,89.000000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,28,37.834380,55.703982,86.710000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,29,37.842335,55.704058,90.220000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,30,37.850289,55.704132,89.540000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,31,37.802425,55.708168,82.600000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,32,37.810380,55.708245,87.290000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,33,37.818335,55.708322,87.560000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,34,37.826291,55.708398,88.290000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,35,37.834246,55.708474,84.300000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,36,37.802287,55.712660,83.860000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,37,37.810244,55.712737,86.740000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,38,37.818200,55.712814,85.620000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,39,37.826156,55.712890,82.960000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,40,37.802150,55.717151,87.860000,Выхино-Жулебино,
Выхино-Жулебино,Юго-Восточный,41,37.810107,55.717229,84.440000,Выхино-Жулебино,
Гагаринский,Юго-Западный,1,37.548707,55.682965,85.350000,Гагаринский,
Гагаринский,Юго-Западный,2,37.540590,55.687362,86.440000,Гагаринский,
Гагаринский,Юго-Западный,3,37.548540,55.687457,87.960000,Гагаринский,
Гагаринский,Юго-Западный,4,37.556491,55.687550,84.750000,Гагаринский,
Гагаринский,Юго-Западный,5,37.540423,55.691854,86.570000,Гагаринский,
Гагаринский,Юго-Западный,6,37.548374,55.691948,86.970000,Гагаринский,
Гагаринский,Юго-Западный,7,37.556325,55.692042,82.760000,Гагаринский,
Гагаринский,Юго-Западный,8,37.548207,55.696439,81.270000,Гагаринский,
Гагаринский,Юго-Западный,9,37.556160,55.696533,82.090000,Гагаринский,
Гагаринский,Юго-Западный,10,37.564112,55.696626,82.780000,Гагаринский,
Гагаринский,Юго-Западный,11,37.548041,55.700930,80.590000,Гагаринский,
Гагаринский,Юго-Западный,12,37.563947,55.701117,80.780000,Гагаринский,
Гагаринский,Юго-Западный,13,37.571900,55.701210,77.820000,Гагаринский,
Гагаринский,Юго-Западный,14,37.555828,55.705515,77.430000,Гагаринский,
Гагаринский,Юго-Западный,15,37.563782,55.705609,78.780000,Гагаринский,
Гагаринский,Юго-Западный,16,37.571737,55.705702,82.150000,Гагаринский,
Гагаринский,Юго-Западный,17,37.579691,55.705794,84.440000,Гагаринский,
Гагаринский,Юго-Западный,18,37.579528,55.710285,85.530000,Гагаринский,
Головинский,Северный,1,37.486987,55.839483,87.030000,Головинский,
Головинский,Северный,2,37.494968,55.839581,86.980000,Головинский,
Головинский,Северный,3,37.502949,55.839678,81.330000,Головинский,
Головинский,Северный,4,37.510930,55.839775,85.010000,Головинский,
Головинский,Северный,5,37.478830,55.843876,87.790000,Головинский,
Головинский,Северный,6,37.486812,55.843974,88.710000,Головинский,
Головинский,Северный,7,37.494794,55.844072,87.820000,Головинский,
Головинский,Северный,8,37.502777,55.844169,83.620000,Головинский,
Головинский,Северный,9,37.510759,55.844266,82.080000,Головинский,
Головинский,Северный,10,37.518741,55.844363,84.080000,Головинский,
Головинский,Северный,11,37.526723,55.844458,82.610000,Головинский,
Головинский,Северный,12,37.534705,55.844554,83.460000,Головинский,
Головинский,Северный,13,37.478655,55.848367,88.060000,Головинский,
Головинский,Северный,14,37.486638,55.848465,87.850000,Головинский,
Головинский,Северный,15,37.494621,55.848563,86.510000,Головинский,
Головинский,Северный,16,37.502604,55.848660,84.450000,Головинский,
Головинский,Северный,17,37.510587,55.848757,83.440000,Головинский,
Головинский,Северный,18,37.518570,55.848854,82.180000,Головинский,
Головинский,Северный,19,37.526553,55.848949,79.890000,Головинский,
Головинский,Северный,20,37.534536,55.849045,73.080000,Головинский,
Головинский,Северный,21,37.542520,55.849140,76.760000,Головинский,
Головинский,Северный,22,37.550503,55.849234,79.690000,Головинский,
Головинский,Северный,23,37.502431,55.853151,83.820000,Головинский,
Головинский,Северный,24,37.510415,55.853248,82.210000,Головинский,
Головинский,Северный,25,37.534367,55.853536,72.480000,Головинский,
Головинский,Северный,26,37.542352,55.853631,72.410000,Головинский,
Головинский,Северный,27,37.518228,55.857836,84.430000,Головинский,
Головинский,Северный,28,37.526213,55.857932,81.730000,Головинский,
Головинский,Северный,29,37.534198,55.858027,80.040000,Головинский,
Головинский,Северный,30,37.510071,55.862230,85.440000,Головинский,
Головинский,Северный,31,37.518057,55.862327,83.930000,Головинский,
Головинский,Северный,32,37.526043,55.862423,85.420000,Головинский,
Гольяново,Восточный,1,37.751540,55.806508,81.750000,Гольяново,
Гольяново,Восточный,2,37.759516,55.806589,82.170000,Гольяново,
Гольяново,Восточный,3,37.767491,55.806669,80.530000,Гольяново,
Гольяново,Восточный,4,37.751396,55.811000,77.460000,Гольяново,
Гольяново,Восточный,5,37.759373,55.811080,79.130000,Гольяново,
Гольяново,Восточный,6,37.767349,55.811160,76.000000,Гольяново,
Гольяново,Восточный,7,37.775325,55.811240,78.720000,Гольяново,
Гольяново,Восточный,8,37.783301,55.811319,82.430000,Гольяново,
Гольяново,Восточный,9,37.791278,55.811398,85.170000,Гольяново,
Гольяново,Восточный,10,37.799254,55.811476,85.510000,Гольяново,
Гольяново,Восточный,11,37.807231,55.811554,86.240000,Гольяново,
Гольяново,Восточный,12,37.815207,55.811631,82.220000,Гольяново,
Гольяново,Восточный,13,37.767207,55.815652,73.150000,Гольяново,
Гольяново,Восточный,14,37.775184,55.815732,72.600000,Гольяново,
Гольяново,Восточный,15,37.783161,55.815811,76.280000,Гольяново,
Гольяново,Восточный,16,37.791139,55.815890,84.980000,Гольяново,
Гольяново,Восточный,17,37.799116,55.815968,88.770000,Гольяново,
Гольяново,Восточный,18,37.807093,55.816045,88.430000,Гольяново,
Гольяново,Восточный,19,37.815071,55.816122,85.060000,Гольяново,
Гольяново,Восточный,20,37.823048,55.816199,81.460000,Гольяново,
Гольяново,Восточный,21,37.831026,55.816275,77.360000,Гольяново,
Гольяново,Восточный,22,37.839003,55.816351,72.620000,Гольяново,
Гольяново,Восточный,23,37.783021,55.820303,72.140000,Гольяново,
Гольяново,Восточный,24,37.790999,55.820381,79.090000,Гольяново,
Гольяново,Восточный,25,37.798978,55.820459,83.270000,Гольяново,
Гольяново,Восточный,26,37.814934,55.820614,83.370000,Гольяново,
Гольяново,Восточный,27,37.822912,55.820691,80.900000,Гольяново,
Гольяново,Восточный,28,37.830891,55.820767,76.790000,Гольяново,
Гольяново,Восточный,29,37.806818,55.825029,80.810000,Гольяново,
Гольяново,Восточный,30,37.814798,55.825106,79.940000,Гольяново,
Гольяново,Восточный,31,37.822777,55.825182,78.050000,Гольяново,
Гольяново,Восточный,32,37.830756,55.825259,74.710000,Гольяново,
Гольяново,Восточный,33,37.806681,55.829520,72.280000,Гольяново,
Гольяново,Восточный,34,37.814661,55.829597,74.500000,Гольяново,
Гольяново,Восточный,35,37.822641,55.829674,73.630000,Гольяново,
Даниловский,Южный,1,37.635997,55.688459,76.300000,Даниловский,
Даниловский,Южный,2,37.643948,55.688548,74.510000,Даниловский,
Даниловский,Южный,3,37.651899,55.688635,79.420000,Даниловский,
Даниловский,Южный,4,37.659850,55.688722,83.740000,Даниловский,
Даниловский,Южный,5,37.635840,55.692951,80.150000,Даниловский,
Даниловский,Южный,6,37.643792,55.693039,80.220000,Даниловский,
Даниловский,Южный,7,37.651744,55.693127,80.980000,Даниловский,
Даниловский,Южный,8,37.659696,55.693214,82.480000,Даниловский,
Даниловский,Южный,9,37.635684,55.697442,84.990000,Даниловский,
Даниловский,Южный,10,37.643637,55.697530,85.820000,Даниловский,
Даниловский,Южный,11,37.651589,55.697618,83.770000,Даниловский,
Даниловский,Южный,12,37.659542,55.697705,85.370000,Даниловский,
Даниловский,Южный,13,37.635528,55.701934,84.680000,Даниловский,
Даниловский,Южный,14,37.643481,55.702022,86.010000,Даниловский,
Даниловский,Южный,15,37.651435,55.702109,86.150000,Даниловский,
Даниловский,Южный,16,37.659389,55.702197,88.520000,Даниловский,
Даниловский,Южный,17,37.667342,55.702283,89.710000,Даниловский,
Даниловский,Южный,18,37.611508,55.706158,87.380000,Даниловский,
Даниловский,Южный,19,37.619462,55.706247,88.030000,Даниловский,
Даниловский,Южный,20,37.627417,55.706337,86.750000,Даниловский,
Даниловский,Южный,21,37.635371,55.706425,83.810000,Даниловский,
Даниловский,Южный,22,37.651280,55.706601,87.680000,Даниловский,
Даниловский,Южный,23,37.659235,55.706688,90.320000,Даниловский,
Даниловский,Южный,24,37.667189,55.706775,91.680000,Даниловский,
Даниловский,Южный,25,37.619304,55.710739,89.880000,Даниловский,
Даниловский,Южный,26,37.627259,55.710828,89.360000,Даниловский,
Даниловский,Южный,27,37.635214,55.710917,85.280000,Даниловский,
Даниловский,Южный,28,37.643170,55.711005,82.770000,Даниловский,
Даниловский,Южный,29,37.659081,55.711179,89.450000,Даниловский,
Даниловский,Южный,30,37.611189,55.715140,88.280000,Даниловский,
Даниловский,Южный,31,37.619145,55.715230,89.120000,Даниловский,
Даниловский,Южный,32,37.635058,55.715408,85.240000,Даниловский,
Даниловский,Южный,33,37.643014,55.715496,80.520000,Даниловский,
Даниловский,Южный,34,37.650971,55.715584,84.200000,Даниловский,
Даниловский,Южный,35,37.658927,55.715671,86.500000,Даниловский,
Даниловский,Южный,36,37.618987,55.719721,88.410000,Даниловский,
Даниловский,Южный,37,37.626944,55.719811,86.890000,Даниловский,
Даниловский,Южный,38,37.634901,55.719899,86.850000,Даниловский,
Даниловский,Южный,39,37.642858,55.719988,82.890000,Даниловский,
Даниловский,Южный,40,37.650816,55.720075,81.830000,Даниловский,
Даниловский,Южный,41,37.658773,55.720162,82.480000,Даниловский,
Даниловский,Южный,42,37.650661,55.724567,84.440000,Даниловский,
Десёновское,Новомосковский,1,37.343569,55.455695,18.670000,Десёновское,
Десёновское,Новомосковский,2,37.367278,55.456014,8.720000,Десёновское,
Десёновское,Новомосковский,3,37.343381,55.460186,20.590000,Десёновское,
Десёновское,Новомосковский,4,37.351284,55.460293,18.060000,Десёновское,
Десёновское,Новомосковский,5,37.359188,55.460399,13.230000,Десёновское,
Десёновское,Новомосковский,6,37.382900,55.460715,9.350000,Десёновское,
Десёновское,Новомосковский,7,37.390804,55.460819,18.700000,Десёновское,
Десёновское,Новомосковский,8,37.351097,55.464784,18.280000,Десёновское,
Десёновское,Новомосковский,9,37.359002,55.464890,13.600000,Десёновское,
Десёновское,Новомосковский,10,37.366907,55.464996,10.000000,Десёновское,
Десёновское,Новомосковский,11,37.374811,55.465101,6.900000,Десёновское,
Десёновское,Новомосковский,12,37.382716,55.465206,8.780000,Десёновское,
Десёновское,Новомосковский,13,37.350910,55.469275,16.220000,Десёновское,
Десёновское,Новомосковский,14,37.374627,55.469592,9.450000,Десёновское,
Десёновское,Новомосковский,15,37.390255,55.474292,20.970000,Десёновское,
Десёновское,Новомосковский,16,37.398162,55.474396,22.220000,Десёновское,
Десёновское,Новомосковский,17,37.406069,55.474499,18.620000,Десёновское,
Десёновское,Новомосковский,18,37.413976,55.474602,8.560000,Десёновское,
Десёновское,Новомосковский,19,37.382165,55.478679,23.440000,Десёновское,
Десёновское,Новомосковский,20,37.390072,55.478783,26.180000,Десёновское,
Десёновское,Новомосковский,21,37.405888,55.478990,24.560000,Десёновское,
Десёновское,Новомосковский,22,37.413796,55.479093,16.110000,Десёновское,
Десёновское,Новомосковский,23,37.342438,55.482641,32.710000,Десёновское,
Десёновское,Новомосковский,24,37.350347,55.482748,27.990000,Десёновское,
Десёновское,Новомосковский,25,37.358255,55.482854,25.110000,Десёновское,
Десёновское,Новомосковский,26,37.381981,55.483170,27.160000,Десёновское,
Десёновское,Новомосковский,27,37.413615,55.483584,19.570000,Десёновское,
Десёновское,Новомосковский,28,37.326432,55.486917,54.240000,Десёновское,
Десёновское,Новомосковский,29,37.342250,55.487132,38.740000,Десёновское,
Десёновское,Новомосковский,30,37.350159,55.487239,29.760000,Десёновское,
Десёновское,Новомосковский,31,37.381796,55.487661,22.950000,Десёновское,
Десёновское,Новомосковский,32,37.397615,55.487869,27.680000,Десёновское,
Десёновское,Новомосковский,33,37.413435,55.488075,19.530000,Десёновское,
Десёновское,Новомосковский,34,37.437164,55.488381,20.170000,Десёновское,
Десёновское,Новомосковский,35,37.326241,55.491408,56.160000,Десёновское,
Десёновское,Новомосковский,36,37.334151,55.491516,50.250000,Десёновское,
Десёновское,Новомосковский,37,37.342061,55.491623,43.690000,Десёновское,
Десёновское,Новомосковский,38,37.349971,55.491730,31.030000,Десёновское,
Десёновское,Новомосковский,39,37.381612,55.492152,19.350000,Десёновское,
Десёновское,Новомосковский,40,37.413254,55.492567,20.150000,Десёновское,
Десёновское,Новомосковский,41,37.421165,55.492669,22.410000,Десёновское,
Десёновское,Новомосковский,42,37.429075,55.492771,23.720000,Десёновское,
Десёновское,Новомосковский,43,37.436986,55.492872,20.680000,Десёновское,
Десёновское,Новомосковский,44,37.452807,55.493073,19.880000,Десёновское,
Десёновское,Новомосковский,45,37.341873,55.496114,47.400000,Десёновское,
Десёновское,Новомосковский,46,37.349784,55.496221,29.360000,Десёновское,
Десёновское,Новомосковский,47,37.357695,55.496327,23.100000,Десёновское,
Десёновское,Новомосковский,48,37.420985,55.497160,19.420000,Десёновское,
Десёновское,Новомосковский,49,37.428896,55.497262,20.470000,Десёновское,
Десёновское,Новомосковский,50,37.325860,55.500390,59.890000,Десёновское,
Десёновское,Новомосковский,51,37.333772,55.500498,58.520000,Десёновское,
Десёновское,Новомосковский,52,37.349596,55.500712,40.600000,Десёновское,
Десёновское,Новомосковский,53,37.444543,55.501955,28.360000,Десёновское,
Десёновское,Новомосковский,54,37.333582,55.504989,58.160000,Десёновское,
Десёновское,Новомосковский,55,37.357321,55.505309,45.060000,Десёновское,
Десёновское,Новомосковский,56,37.365234,55.505415,40.020000,Десёновское,
Десёновское,Новомосковский,57,37.373147,55.505521,38.350000,Десёновское,
Десёновское,Новомосковский,58,37.381060,55.505626,30.300000,Десёновское,
Десёновское,Новомосковский,59,37.333392,55.509480,58.020000,Десёновское,
Десёновское,Новомосковский,60,37.341306,55.509587,59.830000,Десёновское,
Десёновское,Новомосковский,61,37.349220,55.509694,58.560000,Десёновское,
Десёновское,Новомосковский,62,37.365047,55.509906,48.080000,Десёновское,
Десёновское,Новомосковский,63,37.372961,55.510012,46.030000,Десёновское,
Десёновское,Новомосковский,64,37.388789,55.510221,22.420000,Десёновское,
Десёновское,Новомосковский,65,37.396703,55.510325,19.300000,Десёновское,
Десёновское,Новомосковский,66,37.404617,55.510428,16.910000,Десёновское,
Десёновское,Новомосковский,67,37.333203,55.513971,55.950000,Десёновское,
Десёновское,Новомосковский,68,37.341117,55.514078,60.160000,Десёновское,
Десёновское,Новомосковский,69,37.349032,55.514185,60.430000,Десёновское,
Десёновское,Новомосковский,70,37.356946,55.514291,58.780000,Десёновское,
Десёновское,Новомосковский,71,37.364861,55.514397,55.580000,Десёновское,
Десёновское,Новомосковский,72,37.372776,55.514503,48.370000,Десёновское,
Десёновское,Новомосковский,73,37.333013,55.518461,53.530000,Десёновское,
Десёновское,Новомосковский,74,37.340928,55.518569,59.280000,Десёновское,
Десёновское,Новомосковский,75,37.348844,55.518676,60.310000,Десёновское,
Десёновское,Новомосковский,76,37.356759,55.518782,59.650000,Десёновское,
Десёновское,Новомосковский,77,37.364675,55.518888,53.580000,Десёновское,
Десёновское,Новомосковский,78,37.372591,55.518994,48.210000,Десёновское,
Десёновское,Новомосковский,79,37.340739,55.523060,55.560000,Десёновское,
Десёновское,Новомосковский,80,37.348656,55.523167,58.140000,Десёновское,
Десёновское,Новомосковский,81,37.356572,55.523273,57.970000,Десёновское,
Десёновское,Новомосковский,82,37.364489,55.523379,49.880000,Десёновское,
Десёновское,Новомосковский,83,37.372405,55.523485,43.400000,Десёновское,
Десёновское,Новомосковский,84,37.380322,55.523590,43.980000,Десёновское,
Десёновское,Новомосковский,85,37.356385,55.527764,44.870000,Десёновское,
Десёновское,Новомосковский,86,37.364302,55.527870,37.390000,Десёновское,
Десёновское,Новомосковский,87,37.372220,55.527976,38.840000,Десёновское,
Десёновское,Новомосковский,88,37.380137,55.528081,42.500000,Десёновское,
Десёновское,Новомосковский,89,37.388055,55.528185,41.350000,Десёновское,
Десёновское,Новомосковский,90,37.364116,55.532361,29.980000,Десёновское,
Десёновское,Новомосковский,91,37.372034,55.532467,37.570000,Десёновское,
Десёновское,Новомосковский,92,37.379953,55.532572,41.330000,Десёновское,
Десёновское,Новомосковский,93,37.387871,55.532676,39.000000,Десёновское,
Десёновское,Новомосковский,94,37.363929,55.536852,27.400000,Десёновское,
Десёновское,Новомосковский,95,37.371849,55.536958,36.390000,Десёновское,
Десёновское,Новомосковский,96,37.387687,55.537167,34.680000,Десёновское,
Десёновское,Новомосковский,97,37.347903,55.541131,17.330000,Десёновское,
Десёновское,Новомосковский,98,37.355823,55.541237,19.980000,Десёновское,
Десёновское,Новомосковский,99,37.363743,55.541343,23.920000,Десёновское,
Десёновское,Новомосковский,100,37.387504,55.541658,25.450000,Десёновское,
Десёновское,Новомосковский,101,37.395424,55.541762,23.930000,Десёновское,
Десёновское,Новомосковский,102,37.355635,55.545728,22.010000,Десёновское,
Десёновское,Новомосковский,103,37.379398,55.546045,18.840000,Десёновское,
Дмитровский,Северный,1,37.525533,55.875896,85.680000,Дмитровский,
Дмитровский,Северный,2,37.533521,55.875991,90.210000,Дмитровский,
Дмитровский,Северный,3,37.525362,55.880387,83.160000,Дмитровский,
Дмитровский,Северный,4,37.533352,55.880483,90.970000,Дмитровский,
Дмитровский,Северный,5,37.541342,55.880577,90.560000,Дмитровский,
Дмитровский,Северный,6,37.517202,55.884782,81.790000,Дмитровский,
Дмитровский,Северный,7,37.525192,55.884878,85.060000,Дмитровский,
Дмитровский,Северный,8,37.533183,55.884974,88.690000,Дмитровский,
Дмитровский,Северный,9,37.541173,55.885069,90.490000,Дмитровский,
Дмитровский,Северный,10,37.517030,55.889273,76.000000,Дмитровский,
Дмитровский,Северный,11,37.525022,55.889369,82.540000,Дмитровский,
Дмитровский,Северный,12,37.533013,55.889465,84.970000,Дмитровский,
Дмитровский,Северный,13,37.541005,55.889560,87.430000,Дмитровский,
Дмитровский,Северный,14,37.548996,55.889654,85.470000,Дмитровский,
Дмитровский,Северный,15,37.500874,55.893571,59.270000,Дмитровский,
Дмитровский,Северный,16,37.508867,55.893668,59.240000,Дмитровский,
Дмитровский,Северный,17,37.516859,55.893764,75.150000,Дмитровский,
Дмитровский,Северный,18,37.524851,55.893860,79.850000,Дмитровский,
Дмитровский,Северный,19,37.532844,55.893956,85.860000,Дмитровский,
Дмитровский,Северный,20,37.540836,55.894051,85.810000,Дмитровский,
Дмитровский,Северный,21,37.548829,55.894145,85.060000,Дмитровский,
Дмитровский,Северный,22,37.516688,55.898255,69.140000,Дмитровский,
Дмитровский,Северный,23,37.524681,55.898351,77.450000,Дмитровский,
Дмитровский,Северный,24,37.532674,55.898447,85.540000,Дмитровский,
Дмитровский,Северный,25,37.540668,55.898542,88.940000,Дмитровский,
Дмитровский,Северный,26,37.548661,55.898636,85.910000,Дмитровский,
Дмитровский,Северный,27,37.524510,55.902842,67.760000,Дмитровский,
Дмитровский,Северный,28,37.532505,55.902938,81.180000,Дмитровский,
Донской,Южный,1,37.604034,55.692593,84.420000,Донской,
Донской,Южный,2,37.611985,55.692684,84.730000,Донской,
Донской,Южный,3,37.619937,55.692773,84.060000,Донской,
Донской,Южный,4,37.595921,55.696994,79.430000,Донской,
Донской,Южный,5,37.611826,55.697175,84.650000,Донской,
Донской,Южный,6,37.619779,55.697265,82.020000,Донской,
Донской,Южный,7,37.595760,55.701485,78.560000,Донской,
Донской,Южный,8,37.603714,55.701576,73.330000,Донской,
Донской,Южный,9,37.611667,55.701666,81.570000,Донской,
Донской,Южный,10,37.619621,55.701756,83.680000,Донской,
Донской,Южный,11,37.595599,55.705977,81.840000,Донской,
Донской,Южный,12,37.603553,55.706067,80.100000,Донской,
Донской,Южный,13,37.587483,55.710377,85.680000,Донской,
Донской,Южный,14,37.595438,55.710468,86.140000,Донской,
Донской,Южный,15,37.603393,55.710559,84.610000,Донской,
Донской,Южный,16,37.595277,55.714959,86.440000,Донской,
Донской,Южный,17,37.603233,55.715050,85.250000,Донской,
Донской,Южный,18,37.603073,55.719542,88.150000,Донской,
Донской,Южный,19,37.611030,55.719632,86.320000,Донской,
Дорогомилово,Западный,1,37.507249,55.727401,69.270000,Дорогомилово,
Дорогомилово,Западный,2,37.491159,55.731697,78.690000,Дорогомилово,
Дорогомилово,Западный,3,37.507077,55.731892,77.970000,Дорогомилово,
Дорогомилово,Западный,4,37.515037,55.731988,82.000000,Дорогомилово,
Дорогомилово,Западный,5,37.546874,55.732369,82.780000,Дорогомилово,
Дорогомилово,Западный,6,37.506906,55.736383,86.000000,Дорогомилово,
Дорогомилово,Западный,7,37.514866,55.736479,84.300000,Дорогомилово,
Дорогомилово,Западный,8,37.522826,55.736575,87.490000,Дорогомилово,
Дорогомилово,Западный,9,37.530787,55.736671,88.810000,Дорогомилово,
Дорогомилово,Западный,10,37.538747,55.736766,89.200000,Дорогомилово,
Дорогомилово,Западный,11,37.546707,55.736860,87.900000,Дорогомилово,
Дорогомилово,Западный,12,37.554668,55.736954,85.840000,Дорогомилово,
Дорогомилово,Западный,13,37.562628,55.737048,86.630000,Дорогомилово,
Дорогомилово,Западный,14,37.514696,55.740971,86.690000,Дорогомилово,
Дорогомилово,Западный,15,37.522657,55.741067,88.410000,Дорогомилово,
Дорогомилово,Западный,16,37.530618,55.741162,90.670000,Дорогомилово,
Дорогомилово,Западный,17,37.538579,55.741257,91.800000,Дорогомилово,
Дорогомилово,Западный,18,37.546540,55.741352,90.000000,Дорогомилово,
Дорогомилово,Западный,19,37.562463,55.741539,87.620000,Дорогомилово,
Дорогомилово,Западный,20,37.522487,55.745558,89.460000,Дорогомилово,
Дорогомилово,Западный,21,37.546373,55.745843,91.690000,Дорогомилово,
Дорогомилово,Западный,22,37.554336,55.745937,88.610000,Дорогомилово,
Дорогомилово,Западный,23,37.562298,55.746030,89.330000,Дорогомилово,
Дорогомилово,Западный,24,37.570260,55.746123,89.670000,Дорогомилово,
Дорогомилово,Западный,25,37.554169,55.750428,88.940000,Дорогомилово,
Дорогомилово,Западный,26,37.562133,55.750521,88.940000,Дорогомилово,
Дорогомилово,Западный,27,37.570096,55.750614,89.100000,Дорогомилово,
Замоскворечье,Центральный,1,37.618828,55.724213,86.510000,Замоскворечье,
Замоскворечье,Центральный,2,37.626786,55.724302,88.060000,Замоскворечье,
Замоскворечье,Центральный,3,37.634744,55.724391,86.400000,Замоскворечье,
Замоскворечье,Центральный,4,37.642703,55.724479,85.230000,Замоскворечье,
Замоскворечье,Центральный,5,37.626629,55.728793,87.310000,Замоскворечье,
Замоскворечье,Центральный,6,37.634588,55.728882,88.730000,Замоскворечье,
Замоскворечье,Центральный,7,37.642547,55.728970,88.770000,Замоскворечье,
Замоскворечье,Центральный,8,37.650506,55.729058,84.220000,Замоскворечье,
Замоскворечье,Центральный,9,37.626471,55.733285,87.930000,Замоскворечье,
Замоскворечье,Центральный,10,37.634431,55.733374,88.670000,Замоскворечье,
Замоскворечье,Центральный,11,37.642391,55.733462,87.360000,Замоскворечье,
Замоскворечье,Центральный,12,37.626313,55.737776,89.310000,Замоскворечье,
Замоскворечье,Центральный,13,37.634274,55.737865,87.560000,Замоскворечье,
Замоскворечье,Центральный,14,37.642235,55.737953,85.660000,Замоскворечье,
Замоскворечье,Центральный,15,37.626155,55.742268,89.510000,Замоскворечье,
